Annual Costs of Public 2-Year College (average $),"Per Pupil Spending, Public K-12 ($)",State Spending on Higher Education ($ per capita),State Spending on Academic Research and Development  ($ per capita),Individuals with Home Internet Access (% ages 3 and older),Teenagers Not in School and Not Working (% ages 16-19),Total Population,Population under 18 (%),Population over 65 (%),Urban Population (%),Rural Population (%),White not Latino Population (%),Latino Population (%),African American Population (%),Asian American Population (%),Native American Population (%),Population some other race or races (%),Renters Spending 30% or More on Housing (%),Owners Spending 30% or More on Housing (%), Housing Units Occupied by Owner (%),Housing Units with 1.01 or More Occupants per Room (%),"Foreclosures (per 10,000 homes)",Homeless Population (total number),Homeless (% of population),"Commute 60 Minutes or More (% of workers, 16 and over)",Commute by Carpool (% of workers),State Expenditure on Transportation ($ per person),"Infant Mortality Rate (per 1,000 live births)",Low-Birth-Weight Infants (% of all infants),"Child Mortality (age 1-4, per 100,000 population)",Food-Insecure Households (%),Child Immunization Rate (%),Diabetes (% age 18 and older),Obesity (% age 20 and older),"Births to Teenage Girls (per 1,000 age 15-19)","Practicing Physicians (per 10,000 population)",Smoking (% age 18 and older),Binge Drinking (% adults in past 30 days),Uninsured (% of individuals lacking coverage),Medicare Recipients (thousands),Medicaid Recipients (thousands),Medicaid Eligibility Cutoff (income as % of poverty line),State Medicaid Spending (per recipient),Children on Medicaid (% age 0 -18),Army Recruits (total),"Army Recruits (per 1,000 youth)","Army Recruits (per 1,000 youth)",Change in Army Recruits from 2007 to 2008 (%),"Total Military Casualties in Operations Enduring Freedom and Iraqi Freedom, to April 2010 ","Violent Crime  (per 100,000)","Property Crime (per 100,000)","Homicide (per 100,000)",Homicide by Firearm (%),"Suicide (per 100,000 age-adjusted)",Rape (total number),"Rape (per 100,000)","Child Maltreatment (per 1,000 children)",State Police Expenditure ($ per resident),"Prisoners, State or Federal Jurisdiction (total number)","Incarceration Rate (per 100,000 inhabitants)",State Expenditure on Corrections ($ per prisoner),Turnout (% of eligible voters who voted),Change in Turnout from 2004,"Ineligible to Vote Due to Felony Convictions (per 100,000 voting-age population)",Seats in State Legislatures Held by Women (%),Women in Congressional Delegation (total),Men in Congressional Delegation (total),Carbon Dioxide Emissions (metric tons per capita),Carcinogen Releases (pounds),Lead Releases (pounds),"Mercury Releases (pounds per 1,000 population)",Dioxin Releases (grams),"Superfund
Sites (total)",Protected Forest (acres),Protected Farm and Ranch Land (acres),Energy Consumption (BTUs per capita),"Water Consumption (gallons per day, per capita)","Labor Force Participation Rate (%, ages 16 to 64)",State Per Capita GDP ($),State Minimum Wage ($ per hour),Gini Coefficient,Poverty Rate (% below federal poverty threshold),Child Poverty (% living in families below the poverty line),Federal Revenue to Each State ($ per capita),State Public Assistance Spending ($ per capita),Food Stamps Use (%),"Unemployment Rate
(% ages 16 and over)",Union Membership (%),State Earned Income Tax Credit (% of federal Earned Income Tax Credit),"Bankruptcies (filings per 1,000)","Management, professional, and related occupations (%)",Service occupations (%),Sales and office occupations (%),"Farming, fishing, and forestry occupations (%)","Construction, extraction, maintenance and repair occupations (%)","Production, transportation, and material moving occupations (%)"
"3,334","13,690       ",208,97       ,81.2,7.8,"1,328,361",20.7,15.9,38.7,61.3      ,94.4      ,1.3      ,1.1      ,1.0      ,0.6      ,1.5      ,49.4,33.9,72.7,1.4     ,5.9,"2,379   ",0.18    ,6.5     ,10.9     ,425   ,5.4,6.3,24.6     ,13.3,90.3,8.3,27.8,21.4     ,31.1,22.8,17.3,10.0,265   ,315,200    ,"12,521   ",37.0      ,369    ,2.3     ,2.2     ,-4.5     ,37     ,123    ,"2,510    ",1.9,56.0    ,13.2     ,372   ,28.0     ,11.6     ,50     ,"2,246  ",133    ,"69,902    ",68.1     ,-7.7     ,0     ,29.0,3,1,17.4     ,"745,090  ","49,556  ",0.09   ,10    ,12     ,"674,572   ",83    ,"366,952   ",517   ,77.5     ,"34,455    ",7.50     ,0.437     ,12.9     ,17.8     ,"8,350     ",134     ,13.1     ,7.1     ,11.7     ,5.0     ,2.8     ,32.8     ,18.0     ,24.9     ,1.5     ,10.0     ,12.7     
"3,237","14,753       ",793,488       ,81.4,8.3,"5,773,552",23.4,12.3,87.2,12.8      ,54.7      ,8.2      ,29.0      ,5.5      ,0.2      ,2.4      ,51.6,38.1,67.0,1.9     ,23.3,"10,845   ",0.20    ,13.9     ,10.8     ,613   ,6.8,8.8,32.5     ,8.6,89.1,8.7,28.3,27.3     ,39.1,19.1,18,13.0,785   ,846,116    ,"14,080   ",26.0      ,952    ,1.2     ,1.2     ,0.0     ,95     ,477    ,"2,754    ",6.3,75.9    ,8.3     ,"1,235   ",21.0     ,10.2     ,69     ,"23,293  ",402    ,"55,682    ",66.2     ,5.2     ,"1,219     ",30.9,2,8,15.0     ,"171,767  ","365,272  ",1.37   ,163    ,18     ,"2,014   ","1,116    ","275,676   ","1,505   ",79.7     ,"46,054    ",7.25     ,0.443     ,9.9     ,13.0     ,"12,256     ",98     ,6.3     ,6.4     ,12.6     ,25.0     ,4.4     ,42.6     ,15.9     ,24.3     ,0.3     ,8.8     ,8.2     
"3,759","15,402       ",658,350       ,83.5,5.3,"6,547,629",21.7,13.8,92.0,8.0      ,76.1      ,9.6      ,6.0      ,5.3      ,0.2      ,2.8      ,50.8,39.1,62.2,1.5     ,21.8,"16,646   ",0.25    ,9.8     ,8.6     ,379   ,4.4,7.7,15.5     ,8.0,87.2,7.2,22.7,17.2     ,43.4,18.2,20.6,4.0,"1,061   ",1459,133    ,"11,534   ",29.0      ,873    ,0.9     ,1.0     ,10.0     ,103     ,406    ,"2,153    ",1.8,57.9    ,8.8     ,"1,642   ",24.7     ,14.4     ,81     ,"11,662  ",252    ,"106,671    ",66.3     ,3.3     ,216     ,26.0,1,11,13.0     ,"754,189  ","128,323  ",0.03   ,8    ,31     ,"7,641   ","2,140    ","239,816   ",625   ,78.9     ,"52,517    ",8.00     ,0.475     ,11.4     ,14.3     ,"8,944     ",210     ,7.7     ,6.3     ,16.6     ,15.0     ,3.1     ,42.0     ,16.6     ,24.9     ,0.2     ,7.3     ,9.1     
"2,486","11,604       ",242,159       ,79.6,8.5,"9,883,640",23.7,13.8,74.6,25.4      ,76.6      ,4.4      ,14.0      ,2.4      ,0.6      ,2.0      ,55.9,36.4,72.8,1.6     ,42.3,"13,058   ",0.14    ,6.0     ,9.4     ,346   ,7.1,8.4,24.0     ,11.8,86.4,9.1,31.3,30.1     ,28.9,23.3,19.7,13.0,"1,651   ",1890,37    ,"8,319   ",36.0      ,"2,176    ",1.6     ,1.5     ,-6.7     ,182     ,455    ,"2,531    ",7,78.6    ,12.5     ,"4,589   ",46.4     ,14.5     ,33     ,"50,233  ",505    ,"46,643    ",64.7     ,-2.9     ,578     ,25.0,3,14,18.8     ,"6,585,369  ","791,632  ",0.74   ,"7,239    ",66     ,"120,548   ",463    ,"308,768   ","1,298   ",74.0     ,"34,547    ",7.40     ,0.451     ,16.8     ,23.5     ,"6,665     ",49     ,12.6     ,8.2     ,18.8     ,10.0     ,6.7     ,33.1     ,18.0     ,25.3     ,0.6     ,7.6     ,15.5     
"4,965","11,827       ",584,134       ,83.9,4.1,"5,303,925",24.2,12.9,73.3,26.7      ,83.1      ,4.7      ,5.1      ,4.0      ,1.0      ,2.1      ,50.4,33.4,73.0,1.8     ,14.0,"7,869   ",0.15    ,5.2     ,9.4     ,507   ,4.5,6.4,23.1     ,9.5,87.3,5.9,25.7,22.5     ,30.1,19.1,22.1,9.0,786   ,802,215    ,"14,154   ",25.0      ,733    ,0.9     ,1.0     ,10.0     ,79     ,231    ,"2,568    ",1.8,46.1    ,11.2     ,"1,638   ",30.5     ,3.4     ,51     ,"9,964  ",191    ,"52,288    ",75.7     ,-3.4     ,"1,344     ",34.8,3,7,19.5     ,"2,220,721  ","429,970  ",0.36   ,179    ,25     ,"59,531   ",322    ,"359,110   ",887   ,82.7     ,"45,708    ",6.15     ,0.440     ,11.6     ,15.2     ,"6,189     ",71     ,5.6     ,5.4     ,15.1     ,33.0     ,3.9     ,37.5     ,15.4     ,25.1     ,0.7     ,8.0     ,13.3     
"2,141","8,693       ",893,138       ,61.4,9.0,"2,967,297",25.5,12.8,49.3,50.7      ,58.0      ,2.7      ,36.9      ,0.9      ,0.5      ,1.0      ,55.5,35.4,69.8,3.3     ,2.9,"2,743   ",0.09    ,6.7     ,12.3     ,527   ,9.7,12.1,54.2     ,17.4,82.4,11.3,34.9,55.0     ,18.3,26.0,14.2,19.0,497   ,932,23    ,"6,192   ",44.0      ,684    ,1.3     ,1.6     ,18.8     ,64     ,261    ,"2,811    ",7.4,75.9    ,13.0     ,822   ,27.5     ,8.9     ,35     ,"22,764  ",749    ,"15,331    ",59.7     ,7.2     ,"2,276     ",14.4,0,6,21.7     ,"6,770,072  ","1,094,970  ",0.60   ,"1,970    ",4     ,…,0    ,"420,630   ","1,131   ",70.1     ,"28,337    ",…,0.468     ,22.4     ,32.5     ,"14,574     ",9     ,15.1     ,8.2     ,4.8     ,…,4.8     ,30.1     ,17.1     ,24.2     ,0.9     ,11.3     ,16.3     
"2,440","10,441       ",202,162       ,72.4,8.1,"5,988,927",23.8,14.0,70.4,29.6      ,81.0      ,3.5      ,11.5      ,1.6      ,0.4      ,2.0      ,50.1,30.2,69.0,1.7     ,13.6,"8,122   ",0.12    ,5.4     ,11.1     ,397   ,6.6,8.2,35.0     ,12.9,82.0,9.1,30.3,37.1     ,26.3,25.0,19.2,14.0,"1,004   ",1101,18    ,"11,495   ",29.0      ,"1,562    ",2.0     ,1.9     ,-5.3     ,111     ,451    ,"3,314    ",6.5,72.8    ,14.0     ,"1,511   ",25.1     ,4.1     ,32     ,"30,466  ",515    ,"20,121    ",62.5     ,-4.3     ,"2,056     ",22.3,2,9,24.1     ,"29,529,729  ","27,030,661  ",1.23   ,29    ,30     ,154   ,901    ,"321,911   ","1,698   ",77.1     ,"36,169    ",7.25     ,0.455     ,15.3     ,20.9     ,"8,952     ",28     ,14.8     ,6.3     ,9.4     ,…,5.1     ,33.6     ,16.9     ,25.6     ,0.6     ,9.4     ,13.8     
"3,173","10,986       ",545,192       ,71.7,9.8,"989,415",22.6,14.8,55.9,44.1      ,87.8      ,2.9      ,0.4      ,0.6      ,6.1      ,2.3      ,45.7,36.1,69.7,2.0     ,6.4,"1,615   ",0.12    ,4.1     ,11.4     ,614   ,5.9,7.5,36.2     ,9.5,74.4,6.5,24.6,35.0     ,22.5,22.1,20.8,18.0,170   ,113,31    ,"7,089   ",34.0      ,286    ,2.4     ,2.1     ,-14.3     ,37     ,272    ,"2,584    ",2.7,50.0    ,21.8     ,379   ,37.7     ,4.8     ,42     ,"3,592  ",368    ,"46,771    ",62.6     ,-2.8     ,473     ,26.0,0,3,37.0     ,"9,678,546  ","7,737,974  ",4.42   ,7    ,15     ,"170,749   ","1,277    ","434,759   ","12,088   ",76.8     ,"32,742    ",7.25     ,0.435     ,14.6     ,20.1     ,"8,464     ",40     ,8.2     ,5.5     ,13.9     ,…,2.7     ,33.8     ,18.1     ,24.9     ,1.5     ,11.5     ,10.3     
"2,391","11,567       ",1077,211       ,76.7,3.9,"1,826,341",25.1,13.5,73.1,26.9      ,82.1      ,9.2      ,4.4      ,1.7      ,0.8      ,1.7      ,44.9,26.0,67.4,1.9     ,3.5,"3,877   ",0.20    ,3.0     ,10.2     ,339   ,5.3,7.1,26.2     ,9.5,84.9,7.8,28.4,31.1     ,24.5,20.0,22.7,13.0,279   ,256,47    ,"8,084   ",26.0      ,386    ,1.5     ,1.5     ,0.0     ,51     ,259    ,"2,755    ",2.9,80.8    ,10.4     ,711   ,38.3     ,9.4     ,44     ,"4,419  ",238    ,"50,238    ",60.1     ,-4.5     ,654     ,20.4,0,5,24.5     ,"1,512,690  ","673,728  ",1.29   ,3    ,13     ,…,0    ,"373,806   ","8,049   ",83.0     ,"44,594    ",7.25     ,0.432     ,12.9     ,18.2     ,"7,895     ",33     ,6.7     ,3.6     ,9.2     ,10.0     ,4.0     ,33.9     ,16.3     ,25.5     ,1.5     ,8.7     ,14.0     
"2,243","8,950       ",390,73       ,78.5,11.3,"2,700,551",24.6,12.0,94.2,5.8      ,54.1      ,26.5      ,7.7      ,7.1      ,0.9      ,3.7      ,53.1,45.1,57.2,4.3     ,143.9,"14,594   ",0.54    ,5.6     ,12.1     ,572   ,5.6,8.3,34.8     ,10.4,76.0,8.6,24.5,38.6     ,19.8,22.9,18.6,22.0,357   ,281,24    ,"10,431   ",22.0      ,774    ,2.1     ,2.4     ,12.5     ,50     ,608    ,"2,809    ",4.5,60.3    ,19.8     ,931   ,33.7     ,8.1     ,39     ,"12,915  ",497    ,"29,810    ",57.1     ,3.3     ,"1,112     ",31.7,2,3,19.3     ,"153,143,381  ","90,940,251  ","2,042.52   ",7    ,1     ,111   ,579    ,"297,730   ","1,108   ",77.7     ,"40,970    ",6.55     ,0.448     ,14.9     ,22.0     ,"5,859     ",22     ,5.5     ,9.5     ,15.7     ,…,10.9     ,27.2     ,25.6     ,25.9     ,0.2     ,11.7     ,9.4     
"6,687","13,037       ",182,230       ,87.1,3.9,"1,316,470",21.8,13.5,60.3,39.7      ,92.3      ,2.8      ,1.0      ,2.1      ,0.2      ,1.5      ,50.8,40.1,71.7,1.3     ,17.8,"1,574   ",0.12    ,9.4     ,8.4     ,411   ,4.0,6.9,18.0     ,7.7,90.0,7.2,26.2,15.7     ,29.5,19.4,18.7,11.0,223   ,141,38    ,"12,500   ",18.0      ,252    ,1.4     ,1.4     ,0.0     ,33     ,188    ,"2,324    ",1.1,64.3    ,14.1     ,449   ,34.0     ,3.1     ,35     ,"2,827  ",213    ,"37,496    ",70.1     ,-1.1     ,263     ,37.0,2,2,16.0     ,"73,874  ","13,600  ",0.22   ,1    ,20     ,"217,424   ",611    ,"263,234   ","1,137   ",81.2     ,"42,818    ",7.25     ,0.425     ,8.3     ,10.0     ,"6,763     ",57     ,4.8     ,5.2     ,10.8     ,…,3.5     ,38.9     ,15.4     ,25.2     ,0.4     ,8.9     ,11.2     
"3,553","17,775       ",411,101       ,82.3,6.5,"8,791,894",23.5,13.5,94.7,5.3      ,59.3      ,17.7      ,12.8      ,8.2      ,0.1      ,1.9      ,54.3,46.7,66.4,3.7     ,19.0,"13,737   ",0.15    ,13.9     ,9.1     ,488   ,4.8,8.2,20.4     ,8.8,80.6,8.4,23.7,20.1     ,31.8,16.8,18.2,16.0,"1,327   ",1151,200    ,"13,317   ",27.0      ,999    ,0.8     ,0.9     ,11.1     ,92     ,290    ,"2,047    ",4.4,70.9    ,7.7     ,"1,035   ",11.7     ,4.0     ,62     ,"26,490  ",305    ,"62,892    ",61.9     ,-3.0     ,"1,322     ",29.2,0,15,15.5     ,"1,114,619  ","292,871  ",0.13   ,40    ,112     ,"5,498   ","3,014    ","304,378   ",960   ,77.9     ,"49,020    ",7.25     ,0.464     ,10.3     ,14.5     ,"7,070     ",45     ,5.0     ,8.4     ,19.3     ,22.5     ,4.0     ,39.3     ,15.8     ,26.6     ,0.1     ,7.9     ,10.4     
"1,462","9,821       ",1363,210       ,65.8,9.7,"2,059,179",25.2,13.2,77.4,22.6      ,40.5      ,46.3      ,1.7      ,1.3      ,8.5      ,1.7      ,48.3,36.0,67.9,3.6     ,10.3,"3,475   ",0.17    ,5.7     ,12.7     ,565   ,5.6,8.7,41.5     ,15.0,85.2,7.9,26.3,53.0     ,23.8,21.5,16.4,21.0,313   ,562,28    ,"8,494   ",47.0      ,528    ,1.6     ,1.8     ,11.1     ,48     ,559    ,"3,601    ",5.6,61.5    ,20.1     ,957   ,45.9     ,10.8     ,60     ,"6,330  ",307    ,"45,972    ",54.7     ,-7.3     ,"1,458     ",30.4,0,5,29.9     ,"9,165,816  ","8,566,014  ",0.99   ,4    ,13     ,"7,706   ",16    ,"360,589   ","1,951   ",72.9     ,"33,872    ",7.50     ,0.464     ,20.4     ,30.0     ,"10,784     ",61     ,11.9     ,6.2     ,6.7     ,10.0     ,2.9     ,33.8     ,18.2     ,24.3     ,1.2     ,12.0     ,10.5     
"3,848","19,560       ",421,208       ,79.7,7.3,"19,378,102",22.3,13.5,87.9,12.1      ,58.3      ,17.6      ,14.4      ,7.3      ,0.3      ,2.1      ,53.2,41.4,54.3,5.0     ,5.5,"65,606   ",0.32    ,16.6     ,7.7     ,300   ,5.1,8.2,22.3     ,9.9,84.4,8.4,24.5,22.7     ,36.4,18.1,19.6,14.0,"2,988   ",4985,150    ,"9,461   ",38.0      ,"2,971    ",1.1     ,1.1     ,0.0     ,241     ,407    ,"1,922    ",3.5,59.7    ,7.7     ,"2,848   ",14.6     ,16.9     ,41     ,"62,211  ",317    ,"54,154    ",53.2     ,-8.3     ,528     ,24.1,7,24,11.0     ,"2,487,402  ","537,896  ",0.39   ,166    ,86     ,"135,820   ","1,444    ","220,890   ",879   ,74.4     ,"52,657    ",7.25     ,0.499     ,14.9     ,21.2     ,"7,932     ",184     ,10.0     ,7.3     ,25.2     ,30.0     ,2.8     ,37.3     ,19.4     ,25.7     ,0.3     ,7.5     ,9.9     
"1,832","9,162       ",532,215       ,72.0,8.4,"9,535,483",23.9,12.9,66.1,33.9      ,65.3      ,8.4      ,21.2      ,2.2      ,1.1      ,1.8      ,52.3,34.4,67.2,2.3     ,9.3,"12,191   ",0.14    ,5.4     ,11.5     ,361   ,7.0,9.1,28.7     ,12.6,84.1,9.3,29.1,38.3     ,25.0,21.8,15.2,17.0,"1,490   ",1782,34    ,"9,287   ",37.0      ,"2,650    ",2.1     ,2.2     ,4.5     ,141     ,353    ,"3,370    ",4.9,65.7    ,12.0     ,"1,984   ",20.3     ,10.0     ,64     ,"39,042  ",366    ,"35,449    ",64.6     ,11.8     ,"1,051     ",25.9,3,12,16.9     ,"6,510,386  ","1,103,298  ",0.61   ,316    ,35     ,"6,696   ",761    ,"318,046   ","1,661   ",75.8     ,"39,627    ",7.25     ,0.464     ,17.5     ,24.9     ,"6,992     ",26     ,10.1     ,8.5     ,3.1     ,3.5     ,2.8     ,33.9     ,16.2     ,24.4     ,0.8     ,10.6     ,14.1     
"3,929","10,211       ",1317,282       ,76.5,6.5,"672,591",22.3,14.5,59.9,40.1      ,88.9      ,2.0      ,1.1      ,1.0      ,5.3      ,1.6      ,40.2,19.1,66.9,1.1     ,1.7,799   ,0.11    ,3.9     ,10.0     ,687   ,6.8,6.7,28.3     ,6.5,81.0,7.6,27.8,28.8     ,25.0,21.9,23.8,11.0,109   ,77,33    ,"8,902   ",22.0      ,56    ,0.6     ,0.5     ,-20.0     ,18     ,245    ,"2,010    ",4,25.0    ,15.6     ,272   ,38.9     ,8.6     ,39     ,"1,450  ",226    ,"49,655    ",60.6     ,-6.5     ,274     ,17.0,0,3,76.7     ,"1,547,253  ","131,434  ",5.12   ,18    ,0     ,…,0    ,"631,739   ","2,361   ",82.8     ,"49,847    ",7.25     ,0.433     ,13.0     ,16.2     ,"9,903     ",15     ,7.5     ,3.5     ,6.8     ,…,2.4     ,34.5     ,17.1     ,24.3     ,1.7     ,10.3     ,12.1     
"3,227","12,026       ",264,159       ,75.0,6.5,"11,536,504",23.7,14.1,77.9,22.1      ,81.1      ,3.1      ,12.0      ,1.7      ,0.2      ,1.9      ,51.9,31.9,68.4,1.3     ,23.5,"12,569   ",0.11    ,4.8     ,8.9     ,369   ,7.7,8.6,32.3     ,12.2,86.1,9.9,29.7,34.1     ,28.5,25.1,20.1,14.0,"1,901   ",2238,90    ,"8,907   ",34.0      ,"2,523    ",1.6     ,1.6     ,0.0     ,211     ,300    ,"3,117    ",4.3,67.8    ,12.2     ,"3,658   ",31.7     ,11.4     ,21     ,"51,160  ",445    ,"39,777    ",64.6     ,-3.3     ,581     ,22.0,5,15,23.3     ,"17,889,563  ","4,099,680  ",1.29   ,427    ,34     ,436   ,"3,531    ","351,250   ","1,124   ",76.7     ,"36,892    ",7.25     ,0.452     ,15.8     ,23.3     ,"7,044     ",113     ,10.0     ,6.7     ,14.2     ,…,6.0     ,33.2     ,17.0     ,25.2     ,0.4     ,8.0     ,16.3     
"2,578","8,504       ",669,91       ,71.3,7.9,"3,751,351",24.8,13.5,66.2,33.8      ,68.7      ,8.9      ,7.3      ,1.7      ,8.2      ,5.3      ,47.4,28.8,67.8,2.5     ,12.2,"5,229   ",0.13    ,4.6     ,11.9     ,265   ,7.6,8.4,40.9     ,13.0,78.7,10.1,31.1,50.4     ,21.0,26.1,16.5,17.0,603   ,809,36    ,"9,469   ",40.0      ,"1,012    ",2.3     ,1.9     ,-21.1     ,91     ,469    ,"3,401    ",5.7,70.3    ,16.5     ,"1,588   ",41.6     ,8.4     ,41     ,"26,155  ",668    ,"20,990    ",49.2     ,-15.6     ,"1,668     ",11.4,1,6,29.3     ,"4,447,300  ","1,248,558  ",5.59   ,104    ,8     ,…,0    ,"422,545   ",549   ,73.8     ,"35,726    ",7.25     ,0.454     ,16.9     ,24.7     ,"8,130     ",63     ,11.4     ,4.4     ,5.7     ,5.0     ,3.7     ,31.9     ,16.8     ,25.4     ,0.7     ,11.5     ,13.6     
"3,314","10,776       ",716,157       ,81.5,9.4,"3,831,074",22.6,13.9,81.0,19.0      ,78.5      ,11.7      ,1.7      ,3.6      ,1.1      ,3.3      ,54.3,42.8,62.5,2.8     ,23.4,"19,492   ",0.45    ,5.6     ,10.8     ,424   ,4.9,6.3,23.9     ,12.4,79.7,6.9,26.7,28.2     ,28.3,19.7,16.5,15.0,621   ,564,30    ,"7,156   ",35.0      ,867    ,1.7     ,1.8     ,5.6     ,90     ,248    ,"3,224    ",2.4,51.9    ,17.1     ,"1,140   ",29.2     ,,73     ,"14,079  ",370    ,"59,308    ",63.2     ,-12.2     ,459     ,28.9,0,7,11.0     ,"5,255,829  ","768,227  ",0.63   ,28    ,13     ,25   ,508    ,"305,217   ","2,236   ",75.9     ,"46,573    ",8.40     ,0.449     ,15.8     ,21.6     ,"6,391     ",43     ,12.3     ,7.8     ,17.0     ,6.0     ,4.6     ,34.5     ,17.0     ,25.2     ,1.7     ,8.8     ,12.6     
"3,577","13,115       ",186,209       ,75.4,6.4,"12,702,379",22.0,15.4,78.7,21.3      ,79.5      ,5.7      ,10.4      ,2.7      ,0.1      ,1.6      ,50.6,33.3,70.1,1.1     ,10.0,"14,516   ",0.12    ,8.3     ,9.7     ,437   ,7.3,8.4,28.2     ,10.0,88.1,8.8,28.6,27.0     ,32.6,22.4,18.3,11.0,"2,283   ",2232,25    ,"15,227   ",32.0      ,"2,171    ",1.3     ,1.3     ,0.0     ,239     ,349    ,"2,166    ",5.4,76.3    ,11.9     ,"3,327   ",26.1     ,1.2     ,53     ,"46,313  ",368    ,"42,645    ",59.4     ,-5.1     ,510     ,14.6,2,19,22.1     ,"14,886,133  ","4,672,988  ",1.93   ,95    ,95     ,"2,956   ","2,672    ","327,923   ",854   ,75.5     ,"39,455    ",7.25     ,0.461     ,13.4     ,19.1     ,"8,324     ",95     ,9.4     ,7.2     ,15.0     ,…,2.8     ,35.0     ,16.2     ,25.8     ,0.4     ,8.5     ,14.1     
"3,652","16,368       ",798,225       ,80.4,7.3,"1,052,567",21.3,14.4,90.7,9.3      ,76.4      ,12.4      ,4.9      ,2.8      ,0.4      ,3.1      ,51.8,43.7,60.8,1.8     ,19.1,"1,282   ",0.15    ,5.4     ,8.0     ,319   ,7.1,7.7,10.3     ,10.9,88.4,7.4,25.4,22.3     ,37.1,20.0,19.7,12.0,183   ,203,175    ,"14,131   ",35.0      ,151    ,1.0     ,1.0     ,0.0     ,12     ,252    ,"2,572    ",3.2,55.9    ,12.3     ,288   ,27.4     ,14.3     ,52     ,"4,190  ",241    ,"47,494    ",58.0     ,-0.9     ,402     ,22.1,0,4,10.7     ,"95,134  ","23,606  ",0.01   ,…,12     ,"3,461   ",339    ,"211,025   ",426   ,77.5     ,"41,061    ",7.40     ,0.467     ,14.0     ,19.0     ,"8,255     ",137     ,8.1     ,8.8     ,17.9     ,25.0     ,4.7     ,36.0     ,18.0     ,25.8     ,0.3     ,7.9     ,12.0     
"3,643","10,104       ",955,129       ,70.0,8.2,"4,625,364",23.4,13.7,66.3,33.7      ,64.1      ,5.1      ,27.7      ,1.3      ,0.4      ,1.6      ,53.8,34.1,68.7,2.2     ,15.3,"4,473   ",0.10    ,5.1     ,10.9     ,366   ,7.4,9.9,40.2     ,13.1,84.7,10.1,30.8,42.6     ,23.3,23.1,15.4,20.0,774   ,906,50    ,"8,897   ",35.0      ,"1,387    ",2.1     ,2.2     ,4.5     ,71     ,559    ,"3,822    ",6.9,73.1    ,13.5     ,"1,679   ",35.5     ,10.5     ,45     ,"25,275  ",537    ,"24,886    ",56.6     ,6.8     ,"1,312     ",10.0,0,8,20.0     ,"7,901,170  ","1,008,818  ",0.53   ,41    ,26     ,"73,428   ",814    ,"408,789   ","2,065   ",72.6     ,"31,345    ",…,0.461     ,18.2     ,26.1     ,"7,813     ",16     ,12.9     ,7.4     ,4.5     ,…,2.1     ,31.9     ,17.1     ,25.0     ,0.4     ,10.3     ,15.3     
"4,700","9,548       ",721,114       ,76.9,6.2,"814,180",24.9,14.3,56.7,43.3      ,84.7      ,2.7      ,1.2      ,0.9      ,8.5      ,1.9      ,41.6,25.5,68.0,2.1     ,5.1,731   ,0.09    ,2.6     ,9.8     ,616   ,6.9,6.8,40.1     ,9.7,84.3,6.6,28.1,34.9     ,23.0,23.0,22.1,13.0,137   ,141,50    ,"9,104   ",34.0      ,162    ,1.2     ,1.4     ,14.3     ,22     ,322    ,"2,060    ",3,28.6    ,17.5     ,585   ,70.2     ,6.7     ,39     ,"3,358  ",417    ,"29,780    ",59.4     ,-12.9     ,770     ,20.0,1,2,16.5     ,"2,351,005  ","2,111,644  ",2.61   ,8    ,2     ,…,0    ,"340,512   ",719   ,82.0     ,"43,561    ",7.25     ,0.442     ,14.4     ,18.2     ,"10,135     ",36     ,7.7     ,4.0     ,5.5     ,…,2.2     ,34.2     ,16.9     ,25.0     ,1.8     ,9.3     ,12.9     
"3,128","8,760       ",606,127       ,70.4,9.2,"6,346,105",23.6,13.4,66.4,33.6      ,75.6      ,4.6      ,16.5      ,1.4      ,0.3      ,1.6      ,52.7,33.3,68.1,2.0     ,17.4,"10,276   ",0.17    ,5.5     ,10.6     ,245   ,7.9,9.0,33.9     ,12.8,87.7,10.4,29.2,43.2     ,26.0,23.0,10,14.0,"10,058   ",1479,67    ,"5,034   ",38.0      ,"1,501    ",1.7     ,1.9     ,10.5     ,114     ,644    ,"3,371    ",6,65.6    ,14.6     ,"2,032   ",31.5     ,6.2     ,25     ,"26,998  ",434    ,"25,557    ",52.2     ,-7.3     ,"1,722     ",18.9,1,10,20.7     ,"14,220,266  ","6,267,216  ",1.24   ,"1,956    ",13     ,"40,365   ",125    ,"388,646   ","2,018   ",74.1     ,"36,370    ",…,0.468     ,17.7     ,25.7     ,"8,329     ",18     ,14.5     ,8.0     ,5.1     ,…,8.4     ,32.2     ,16.5     ,25.6     ,0.5     ,9.6     ,15.6     
